"Buque";"Matricula";"Fecha";"Latitud";"Longitud";"Velocidad";"Rumbo"
"PIONEROS";"02735";"2025-01-08 02:26:00";"-49,2505";"-67,2103333333";"4,3";"15"
"PIONEROS";"02735";"2025-01-08 02:41:00";"-49,2355";"-67,1938333333";"2,7";"35"
"PIONEROS";"02735";"2025-01-08 02:56:00";"-49,23";"-67,1845";"7,0";"185"
"PIONEROS";"02735";"2025-01-08 03:11:00";"-49,2463333333";"-67,1995";"2,2";"85"
"PIONEROS";"02735";"2025-01-08 03:26:00";"-49,2403333333";"-67,1855";"4,3";"60"
"PIONEROS";"02735";"2025-01-08 03:41:00";"-49,2325";"-67,1695";"2,7";"40"
"PIONEROS";"02735";"2025-01-08 03:56:00";"-49,2238333333";"-67,1688333333";"5,4";"210"
"PIONEROS";"02735";"2025-01-08 04:11:00";"-49,24";"-67,19";"3,2";"340"
"PIONEROS";"02735";"2025-01-08 04:26:00";"-49,2358333333";"-67,1896666667";"2,2";"45"
"PIONEROS";"02735";"2025-01-08 04:41:00";"-49,2311666667";"-67,187";"1,6";"355"
"PIONEROS";"02735";"2025-01-08 04:56:00";"-49,2255";"-67,1841666667";"3,2";"5"
"PIONEROS";"02735";"2025-01-08 05:11:00";"-49,22";"-67,1808333333";"1,1";"85"
"PIONEROS";"02735";"2025-01-08 05:26:00";"-49,2171666667";"-67,18";"2,7";"65"
"PIONEROS";"02735";"2025-01-08 05:41:00";"-49,2396666667";"-67,2055";"3,8";"240"
"PIONEROS";"02735";"2025-01-08 05:56:00";"-49,2333333333";"-67,2046666667";"1,1";"55"
"PIONEROS";"02735";"2025-01-08 06:11:00";"-49,2291666667";"-67,202";"2,2";"60"
"PIONEROS";"02735";"2025-01-08 06:26:00";"-49,2245";"-67,1988333333";"1,1";"30"
"PIONEROS";"02735";"2025-01-08 06:41:00";"-49,2188333333";"-67,1961666667";"2,7";"60"
"PIONEROS";"02735";"2025-01-08 06:56:00";"-49,2158333333";"-67,1963333333";"1,1";"240"
"PIONEROS";"02735";"2025-01-08 07:11:00";"-49,2083333333";"-67,19";"0,5";"80"
"PIONEROS";"02735";"2025-01-08 07:26:00";"-49,2033333333";"-67,187";"2,7";"25"
"PIONEROS";"02735";"2025-01-08 07:41:00";"-49,198";"-67,1833333333";"2,2";"5"
"PIONEROS";"02735";"2025-01-08 07:56:00";"-49,1928333333";"-67,1803333333";"0,5";"15"
"PIONEROS";"02735";"2025-01-08 08:11:00";"-49,1875";"-67,1771666667";"3,2";"355"
"PIONEROS";"02735";"2025-01-08 08:26:00";"-49,1888333333";"-67,2066666667";"8,6";"260"
"PIONEROS";"02735";"2025-01-08 08:41:00";"-49,1921666667";"-67,2583333333";"7,6";"265"
"PIONEROS";"02735";"2025-01-08 08:56:00";"-49,195";"-67,3105";"8,1";"265"
"PIONEROS";"02735";"2025-01-08 09:11:00";"-49,1975";"-67,3628333333";"7,6";"265"
"PIONEROS";"02735";"2025-01-08 09:26:00";"-49,1991666667";"-67,415";"7,6";"265"
"PIONEROS";"02735";"2025-01-08 09:41:00";"-49,2016666667";"-67,468";"8,1";"260"
"PIONEROS";"02735";"2025-01-08 09:56:00";"-49,2045";"-67,5225";"7,0";"265"
"PIONEROS";"02735";"2025-01-08 10:11:00";"-49,2086666667";"-67,5761666667";"8,6";"255"
"PIONEROS";"02735";"2025-01-08 10:26:00";"-49,2253333333";"-67,622";"8,1";"215"
"PIONEROS";"02735";"2025-01-08 10:41:00";"-49,2436666667";"-67,6578333333";"6,5";"230"
"PIONEROS";"02735";"2025-01-08 10:56:00";"-49,2628333333";"-67,6816666667";"5,4";"200"
"PIONEROS";"02735";"2025-01-08 11:11:00";"-49,2855";"-67,6995";"5,9";"230"
"PIONEROS";"02735";"2025-01-08 11:26:00";"-49,2988333333";"-67,7211666667";"1,6";"160"
"PIONEROS";"02735";"2025-01-08 11:41:00";"-49,2996666667";"-67,7203333333";"0,0";"170"
"PIONEROS";"02735";"2025-01-08 11:56:00";"-49,2996666667";"-67,7203333333";"0,0";"170"
"PIONEROS";"02735";"2025-01-08 12:11:00";"-49,2996666667";"-67,7203333333";"0,0";"170"
"PIONEROS";"02735";"2025-01-08 12:26:00";"-49,2996666667";"-67,7203333333";"0,0";"170"
"PIONEROS";"02735";"2025-01-08 12:41:00";"-49,2996666667";"-67,7203333333";"0,0";"170"
"PIONEROS";"02735";"2025-01-08 12:56:00";"-49,2996666667";"-67,7203333333";"0,0";"170"
"PIONEROS";"02735";"2025-01-08 13:11:00";"-49,2996666667";"-67,7203333333";"0,0";"170"
"PIONEROS";"02735";"2025-01-08 13:26:00";"-49,2996666667";"-67,7203333333";"0,0";"170"
"PIONEROS";"02735";"2025-01-08 13:41:00";"-49,2996666667";"-67,7203333333";"0,0";"170"
"PIONEROS";"02735";"2025-01-08 13:56:00";"-49,2996666667";"-67,7203333333";"0,0";"170"
"PIONEROS";"02735";"2025-01-08 14:11:00";"-49,2996666667";"-67,7203333333";"0,0";"170"
"PIONEROS";"02735";"2025-01-08 14:26:00";"-49,2996666667";"-67,7203333333";"0,0";"170"
"PIONEROS";"02735";"2025-01-08 14:41:00";"-49,2996666667";"-67,7203333333";"0,0";"170"
"PIONEROS";"02735";"2025-01-08 14:56:00";"-49,2996666667";"-67,7203333333";"0,0";"170"
"PIONEROS";"02735";"2025-01-08 15:11:00";"-49,2996666667";"-67,7203333333";"0,0";"170"
"PIONEROS";"02735";"2025-01-08 15:26:00";"-49,2996666667";"-67,7203333333";"0,0";"170"
"PIONEROS";"02735";"2025-01-08 15:41:00";"-49,2996666667";"-67,7203333333";"0,0";"170"
"PIONEROS";"02735";"2025-01-08 15:56:00";"-49,2996666667";"-67,7203333333";"0,0";"170"
"PIONEROS";"02735";"2025-01-08 16:11:00";"-49,2996666667";"-67,7203333333";"0,0";"170"
"PIONEROS";"02735";"2025-01-08 16:26:00";"-49,2996666667";"-67,7203333333";"0,0";"170"
"PIONEROS";"02735";"2025-01-08 16:41:00";"-49,2996666667";"-67,7203333333";"0,0";"170"
"PIONEROS";"02735";"2025-01-08 16:56:00";"-49,2996666667";"-67,7203333333";"0,0";"170"
"PIONEROS";"02735";"2025-01-08 17:11:00";"-49,2996666667";"-67,7203333333";"0,0";"170"
"PIONEROS";"02735";"2025-01-08 17:26:00";"-49,2996666667";"-67,7203333333";"0,0";"170"
"PIONEROS";"02735";"2025-01-08 17:41:00";"-49,2996666667";"-67,7203333333";"0,0";"170"
"PIONEROS";"02735";"2025-01-08 17:56:00";"-49,2996666667";"-67,7203333333";"0,0";"170"
"PIONEROS";"02735";"2025-01-08 18:11:00";"-49,2996666667";"-67,7203333333";"0,0";"170"
"PIONEROS";"02735";"2025-01-08 18:26:00";"-49,2996666667";"-67,7203333333";"0,0";"170"
"PIONEROS";"02735";"2025-01-08 18:41:00";"-49,2996666667";"-67,7203333333";"0,0";"170"
"PIONEROS";"02735";"2025-01-08 18:56:00";"-49,2996666667";"-67,7203333333";"0,0";"170"
"PIONEROS";"02735";"2025-01-08 19:11:00";"-49,2996666667";"-67,7203333333";"0,0";"170"
"PIONEROS";"02735";"2025-01-08 19:26:00";"-49,2996666667";"-67,7203333333";"0,0";"170"
"PIONEROS";"02735";"2025-01-08 19:41:00";"-49,2996666667";"-67,7203333333";"0,0";"170"
"PIONEROS";"02735";"2025-01-08 19:56:00";"-49,2996666667";"-67,7203333333";"0,0";"170"
"PIONEROS";"02735";"2025-01-08 20:11:00";"-49,2996666667";"-67,7203333333";"0,0";"170"
"PIONEROS";"02735";"2025-01-08 20:26:00";"-49,2996666667";"-67,7203333333";"0,0";"170"
"PIONEROS";"02735";"2025-01-08 20:41:00";"-49,2996666667";"-67,7203333333";"0,0";"120"
"PIONEROS";"02735";"2025-01-08 20:56:00";"-49,2996666667";"-67,7203333333";"0,0";"120"
"PIONEROS";"02735";"2025-01-08 21:11:00";"-49,2996666667";"-67,7203333333";"0,0";"120"
"PIONEROS";"02735";"2025-01-08 21:26:00";"-49,2996666667";"-67,7203333333";"0,0";"120"
"PIONEROS";"02735";"2025-01-08 21:41:00";"-49,2996666667";"-67,7203333333";"0,0";"120"
"PIONEROS";"02735";"2025-01-08 21:56:00";"-49,2996666667";"-67,7203333333";"0,0";"120"
"PIONEROS";"02735";"2025-01-08 22:11:00";"-49,2996666667";"-67,7203333333";"0,0";"120"
"PIONEROS";"02735";"2025-01-08 22:26:00";"-49,2996666667";"-67,7203333333";"0,0";"120"
"PIONEROS";"02735";"2025-01-08 22:41:00";"-49,2996666667";"-67,7203333333";"0,0";"120"
"PIONEROS";"02735";"2025-01-08 22:56:00";"-49,2996666667";"-67,7203333333";"0,0";"120"
"PIONEROS";"02735";"2025-01-08 23:11:00";"-49,2996666667";"-67,7203333333";"0,0";"0"
"PIONEROS";"02735";"2025-01-08 23:26:00";"-49,2996666667";"-67,7203333333";"0,0";"0"
"PIONEROS";"02735";"2025-01-08 23:41:00";"-49,2996666667";"-67,7203333333";"0,0";"0"
"PIONEROS";"02735";"2025-01-08 23:56:00";"-49,2996666667";"-67,7203333333";"0,0";"0"
"PIONEROS";"02735";"2025-01-09 00:11:00";"-49,2996666667";"-67,7203333333";"0,0";"0"
"PIONEROS";"02735";"2025-01-09 00:26:00";"-49,2996666667";"-67,7203333333";"0,0";"0"
"PIONEROS";"02735";"2025-01-09 00:41:00";"-49,2996666667";"-67,7203333333";"0,0";"0"
"PIONEROS";"02735";"2025-01-09 00:56:00";"-49,2996666667";"-67,7203333333";"0,0";"0"
"PIONEROS";"02735";"2025-01-09 01:11:00";"-49,2996666667";"-67,7203333333";"0,0";"0"
"PIONEROS";"02735";"2025-01-09 01:26:00";"-49,2996666667";"-67,7203333333";"0,0";"0"
"PIONEROS";"02735";"2025-01-09 01:41:00";"-49,2996666667";"-67,7203333333";"0,0";"0"
"PIONEROS";"02735";"2025-01-09 01:56:00";"-49,2996666667";"-67,7203333333";"0,0";"0"
"PIONEROS";"02735";"2025-01-09 02:11:00";"-49,2996666667";"-67,7203333333";"0,0";"0"
"PIONEROS";"02735";"2025-01-09 02:26:00";"-49,2996666667";"-67,7203333333";"0,0";"0"
"PIONEROS";"02735";"2025-01-09 02:41:00";"-49,2996666667";"-67,7203333333";"0,0";"215"
