"Buque";"Matricula";"Fecha";"Latitud";"Longitud";"Velocidad";"Rumbo"
"CAPESANTE";"02929";"2025-10-30 10:05:00";"-54,81035";"-68,29715";"0,0";"0"
"CAPESANTE";"02929";"2025-10-30 10:20:00";"-54,8103833333";"-68,2969833333";"0,0";"0"
"CAPESANTE";"02929";"2025-10-30 10:35:00";"-54,8102833333";"-68,29685";"0,2";"0"
"CAPESANTE";"02929";"2025-10-30 10:37:00";"-54,8104";"-68,2970833333";"0,0";"0"
"CAPESANTE";"02929";"2025-10-30 10:50:00";"-54,8103333333";"-68,29695";"0,0";"5"
"CAPESANTE";"02929";"2025-10-30 11:05:00";"-54,81035";"-68,29695";"0,0";"0"
"CAPESANTE";"02929";"2025-10-30 11:20:00";"-54,8103666667";"-68,2971333333";"0,1";"243"
"CAPESANTE";"02929";"2025-10-30 11:35:00";"-54,8103333333";"-68,29705";"0,0";"0"
"CAPESANTE";"02929";"2025-10-30 11:37:00";"-54,8102833333";"-68,2970833333";"0,0";"0"
"CAPESANTE";"02929";"2025-10-30 11:50:00";"-54,8102833333";"-68,29705";"0,0";"0"
"CAPESANTE";"02929";"2025-10-30 12:05:00";"-54,81055";"-68,2972166667";"0,0";"31"
"CAPESANTE";"02929";"2025-10-30 12:20:00";"-54,8102166667";"-68,2968833333";"0,0";"0"
"CAPESANTE";"02929";"2025-10-30 12:35:00";"-54,8103";"-68,29705";"0,2";"188"
"CAPESANTE";"02929";"2025-10-30 12:37:00";"-54,8104333333";"-68,2971166667";"0,0";"0"
"CAPESANTE";"02929";"2025-10-30 12:50:00";"-54,81035";"-68,2971333333";"0,0";"0"
"CAPESANTE";"02929";"2025-10-30 13:05:00";"-54,8104";"-68,29705";"0,6";"44"
"CAPESANTE";"02929";"2025-10-30 13:20:00";"-54,8103333333";"-68,2972666667";"0,2";"0"
"CAPESANTE";"02929";"2025-10-30 13:35:00";"-54,8104333333";"-68,297";"0,2";"0"
"CAPESANTE";"02929";"2025-10-30 13:37:00";"-54,8103833333";"-68,2971";"0,0";"0"
"CAPESANTE";"02929";"2025-10-30 13:50:00";"-54,8104666667";"-68,2971666667";"0,0";"0"
"CAPESANTE";"02929";"2025-10-30 14:05:00";"-54,8104833333";"-68,2972333333";"0,1";"0"
"CAPESANTE";"02929";"2025-10-30 14:20:00";"-54,8104333333";"-68,2971";"0,0";"0"
"CAPESANTE";"02929";"2025-10-30 14:35:00";"-54,81045";"-68,2970666667";"0,1";"0"
"CAPESANTE";"02929";"2025-10-30 14:37:00";"-54,8104333333";"-68,2970833333";"0,0";"0"
"CAPESANTE";"02929";"2025-10-30 14:50:00";"-54,8104666667";"-68,29715";"0,0";"178"
"CAPESANTE";"02929";"2025-10-30 15:05:00";"-54,8104833333";"-68,2973833333";"0,1";"270"
"CAPESANTE";"02929";"2025-10-30 15:20:00";"-54,8104333333";"-68,2971333333";"0,1";"337"
"CAPESANTE";"02929";"2025-10-30 15:35:00";"-54,8104";"-68,2969333333";"0,0";"103"
"CAPESANTE";"02929";"2025-10-30 15:37:00";"-54,81045";"-68,2970833333";"0,0";"0"
"CAPESANTE";"02929";"2025-10-30 15:50:00";"-54,8103666667";"-68,2969166667";"0,1";"0"
"CAPESANTE";"02929";"2025-10-30 16:05:00";"-54,8103666667";"-68,29715";"0,0";"0"
"CAPESANTE";"02929";"2025-10-30 16:20:00";"-54,8103666667";"-68,2971666667";"0,0";"0"
"CAPESANTE";"02929";"2025-10-30 16:35:00";"-54,8104166667";"-68,2970666667";"0,0";"0"
"CAPESANTE";"02929";"2025-10-30 16:37:00";"-54,81035";"-68,2970333333";"0,0";"0"
"CAPESANTE";"02929";"2025-10-30 16:49:00";"-54,8103833333";"-68,297";"0,1";"0"
"CAPESANTE";"02929";"2025-10-30 17:04:00";"-54,8103833333";"-68,297";"0,2";"0"
"CAPESANTE";"02929";"2025-10-30 17:19:00";"-54,8103833333";"-68,2971";"0,1";"0"
"CAPESANTE";"02929";"2025-10-30 17:34:00";"-54,8104";"-68,2969833333";"0,0";"0"
"CAPESANTE";"02929";"2025-10-30 17:37:00";"-54,8103666667";"-68,2970833333";"0,0";"176"
"CAPESANTE";"02929";"2025-10-30 17:49:00";"-54,8104166667";"-68,2971833333";"0,0";"0"
"CAPESANTE";"02929";"2025-10-30 18:04:00";"-54,81045";"-68,29715";"0,0";"0"
"CAPESANTE";"02929";"2025-10-30 18:19:00";"-54,81045";"-68,2970333333";"0,0";"242"
"CAPESANTE";"02929";"2025-10-30 18:34:00";"-54,8104833333";"-68,2971166667";"0,1";"73"
"CAPESANTE";"02929";"2025-10-30 18:37:00";"-54,8104";"-68,2971333333";"0,1";"0"
"CAPESANTE";"02929";"2025-10-30 18:49:00";"-54,81045";"-68,2972666667";"0,1";"18"
"CAPESANTE";"02929";"2025-10-30 19:04:00";"-54,8103833333";"-68,2970666667";"0,1";"68"
"CAPESANTE";"02929";"2025-10-30 19:19:00";"-54,8103166667";"-68,2970166667";"0,1";"99"
"CAPESANTE";"02929";"2025-10-30 19:34:00";"-54,8104";"-68,29705";"0,0";"161"
"CAPESANTE";"02929";"2025-10-30 19:37:00";"-54,8104333333";"-68,29705";"0,0";"0"
"CAPESANTE";"02929";"2025-10-30 19:49:00";"-54,81035";"-68,2970333333";"0,0";"0"
"CAPESANTE";"02929";"2025-10-30 20:04:00";"-54,8104166667";"-68,2972833333";"0,0";"0"
"CAPESANTE";"02929";"2025-10-30 20:19:00";"-54,8104";"-68,2970833333";"0,0";"0"
"CAPESANTE";"02929";"2025-10-30 20:34:00";"-54,81025";"-68,2969";"0,0";"0"
"CAPESANTE";"02929";"2025-10-30 20:37:00";"-54,8103833333";"-68,2970666667";"0,0";"0"
"CAPESANTE";"02929";"2025-10-30 20:49:00";"-54,8103666667";"-68,2969666667";"0,0";"229"
"CAPESANTE";"02929";"2025-10-30 21:04:00";"-54,8103166667";"-68,2970166667";"0,1";"171"
"CAPESANTE";"02929";"2025-10-30 21:19:00";"-54,8103666667";"-68,2971166667";"0,0";"46"
"CAPESANTE";"02929";"2025-10-30 21:34:00";"-54,8104";"-68,2971166667";"0,2";"45"
